Text,labels,Hate Speech,Abusive Speech,SARA,Radicalism,Defamation
bu vero tani ahok gubernur daerah khusus ibukota jaka a jalan sidang nista agama lihat tabah beliau sungguh pribadi teguh,[],0,0,0,0,0
ahok nista islam korban politik keji anak bangsa prestasi mati bodoh coba,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
cebong istilah hasil 0,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
well be aun hidup dunia gaul orang tertawa nyaman bicara warna kulit mata sipit mama orang sunda asli meni papa turun orang cina,[],0,0,0,0,0
sukses 1 sukses prestasi 2 sukses administrasi 3 sukses laksana 4 sukses ekonomi 5 sukses waris bangga generasi cc asi games 2018,[],0,0,0,0,0
speaker parlemen hutan rimba speaker ungka ahli hormat kepala monyet i beruk beruk nyanyuk kera kera makan parlemen malaysia umnobn parlemen hutan rimba taman negara,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
demo komisi berantas korupsi bawa pasu nasi bungkus biar malu xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,[],0,0,0,0,0
halaqah amp silaturahmi ulama lampung serah mandat calon wakil presiden cak imin the wakil presiden cak imin calon wakil presiden 2019,[],0,0,0,0,0
buta hati buta mata ok,[],0,0,0,0,0
untung gereja katolik denial hadap bobrok reformasi gereja xf0 x9f x91 x8d,[],0,0,0,0,0
isis al qaedah alir khawarij bahaya laten hadap islam umat islam,[],0,0,0,0,0
ketua komisi ih jokowi tolak hapus pilih kepala daerah langsung ketua komisi ih,[],0,0,0,0,0
bilang bicara umat agama bodoh bilang umat islam logika bodoh bilang kitab suci parah a inya hina agama,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
bicara ngentot pulsa doang teman biar rantau orang kenal wkwk,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
balas banget ih sih pecun gerak cepat ah,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
kelam sinting bilang culture tiru buka luka nista xe2 x80 xa6 maksud nya appreciate budaya sure habis pikir blok orang orang,['Abusive Speech'],0,1,0,0,0
ferdinan pintar jaga mulut sok jago lawan jokowi teman lihat serang kayak orang bego bilang jabat isi ruhut tumpul a inya otak kakak,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
ayo buang alquran kitab sampah,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
biografi kh kholilurrahman cicit syaikhona kholil bangkal madura biografi kh kholilurrahman kenal kh kholilurrahman ra lilur panggil rupa ulama,[],0,0,0,0,0
mata sipit bilang kayak korea pas bilang salah member snsd xf0 x9f xa4 xa3,[],0,0,0,0,0
barakallah dukung 2019 ganti presiden 2019 ganti rezim hancurkanpa aisetan,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
tertawa mantap inti ngentot,['Abusive Speech'],0,1,0,0,0
wkwk wkwk yerin kotaro sipit asuh iya,[],0,0,0,0,0
salah cebong,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
rekam jejak didik formal 1 fakultas ekonomi universitas gajah mada anies sandi,[],0,0,0,0,0
ngentot nurl,['Abusive Speech'],0,1,0,0,0
orang gendut kontol mitos fakta p fetish latex p uniform resource locator,['Abusive Speech'],0,1,0,0,0
ulama jawa barat dukung presiden joko widodo pilih presiden 201 2019 jokowi,[],0,0,0,0,0
jokowi tommy republik indonesia 1 amp republik indonesia 2 cebong bunuh xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
xc3 xa9lihat watak jenderal moeldoko baca beliau dunia bisnis moeldoko bekas panglima tentara nasional indonesia ahok usaha konglomerat tionghoa baret harga warga tentara nasional indonesia je,[],0,0,0,0,0
lengser orang dasar kecut jokowi,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
nama beli investasi dana 2 equity modal debt utang bank bank sedia pinjam degan bunga competitive bera i milik asing milik milik indonesia,[],0,0,0,0,0
8 presiden tahan uji tahan banting tawakal serah allah usaha ikhtiar pesimisme jokowi ajak masyarakat optimis,[],0,0,0,0,0
nor azam azam gila tertawa,['Abusive Speech'],0,1,0,0,0
populer 8 prabowo isu rohingya tekan perintah uniform resource locator uniform resource locator,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
serius umat katolik renaissance xf0 x9f x98 x95,[],0,0,0,0,0
pilih main rusia turki cina sih tax heaven alias puluh gram angkat lightstick mu kawan sayid jalan tuang air damai,[],0,0,0,0,0
maklum iya noob balas han,[],0,0,0,0,0
ahok sosok komplit hati busuk jijik kalah berengsek nista xe2 x80 xa6,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
ngewe ayo kasih,[],0,0,0,0,0
fiktif fiksi,[],0,0,0,0,0
ahok korban rezim turun jokowi,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
teman kayak lesbi alas sadar jalan pilih main xc2 xb2 sembuh,[],0,0,0,0,0
khianat negara republik indonesia komplot putus rugi negara tenggelam komplot moncong babi antek partai komunis indonesia,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
umat islam te ekan indikasi te ekan susah bangun rumah ibadah larang laku giat agama rumah kena persekusi laku giat organisasi agama umat islam indonesia meng,[],0,0,0,0,0
sadar wanita indonesia muhammad bejat khadijah tinggal perempuan budak seks,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
defisit negatif ekonomi moneter,[],0,0,0,0,0
bego baca salah baca biar dungu bong,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
aktivis 98 ala anak anak partai komunis indonesia,[],0,0,0,0,0
mari sebar jabar pilih pasang asyik no 3 pasang sudirman ida jawa allahu akbar,[],0,0,0,0,0
dungu idiot tambak,['Abusive Speech'],0,1,0,0,0
xc3 x8fpsk mahasiswi pasang tarif rupiah 150 ribu tidur uniform resource locator uniform resource locator,[],0,0,0,0,0
benah alon alon mu do mayak kick off blayer blayer wira wiri bawa genderuwo nama geng xe2 x80 xa6,[],0,0,0,0,0
lucu sipit hmmm,[],0,0,0,0,0
tai,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
aw iya titit burik,['Abusive Speech'],0,1,0,0,0
scroll insta dak farah asa cerita 3 idiot gambar pra matang xf0 x9f x98 x82,[],0,0,0,0,0
rasulullah saw anjur muslim dagang republika online,[],0,0,0,0,0
kang konter rumah wkwk koko koko sipit xf0 x9f x98 x82,[],0,0,0,0,0
hutang gede rakyat susah iya norak politik,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
asa orang cina baca twit tertawa,[],0,0,0,0,0
kunyuk wkwk,['Abusive Speech'],0,1,0,0,0
ganyang partai komunis indonesia kuat tenaga,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
1 dewan wakil rakyat legislasi nasional ternak cebong bicara,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
allah biar sesat orang kafir qs 40 74,[],0,0,0,0,0
kasih kerja rumah segara kerja molor 2 korban tukang ceramah radikal gentayang anggota dewan wakil rakyat baca buku the power of now tonton power of love laku,[],0,0,0,0,0
bubar komisi berantas korupsi sop sadap sesuai putus mk,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
indeks ftse 100 0 39 saham saham inggris kuat pe,[],0,0,0,0,0
kawan lawan selamat bajing,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
hormat sungguh jerit hati sanggup tanggung sudi presiden hormat buah solusi kait tiket lebaran 2018 jangkau mudik terima kasih,[],0,0,0,0,0
infrastruktur 2019 ganti presiden 2019 ganti presiden,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
cinta budaya saudara laki,[],0,0,0,0,0
dukung bera i nista agama dukung gera 100,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
presiden filipina arah rahib tahan,[],0,0,0,0,0
belok kanan belok kiri nama lawan tangan kanan tangan kiri nama lengkap hati hati nilai beda ulama,[],0,0,0,0,0
tanda orang munafik 3 bicara dusta janji ingkar amanat khianat bukhari,[],0,0,0,0,0
retweet kontol jari sasar xf0 x9f x92 xa6 ngentot kontol sange berat porno asia video mesum video porno gratis xe2 x80 xa6,['Abusive Speech'],0,1,0,0,0
owo hidup nafsu presiden muncul isu partai komunis indonesia komunis anti islam antek cina puter puter situ,"['Hate Speech', 'SARA', 'Defamation']",1,0,1,0,1
urus cung sembah nya bani kacung surat pemberitahuan cung xf0 x9f x98 x82,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
minim sentimen positif domestik kait makroekonomi moneter a tingkat laju usd hambat potensi rupiah,[],0,0,0,0,0
kasih dunia maya xf0 x9f x91 xa6 kangen xf0 x9f x91 xa7 salat xf0 x9f x91 xa6 habis salat xf0 x9f x91 xa7 sadar khayal xf0 x9f x91 xa6 hadeuuuuuhhhh kontol,['Abusive Speech'],0,1,0,0,0
profesor kristen katolik nusantara,[],0,0,0,0,0
sih om bule geblek iya malam malam sepeda hem,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
tertawa aiman bodoh swafoto spanar xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,['Abusive Speech'],0,1,0,0,0
pokok balas ai silit hitam,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
1965 anggota dewan bangga anak partai komunis indonesia usia iya,[],0,0,0,0,0
dulatips tertawa heran cebong senang banget agung agung junjung plonga plongo xf0 x9f xa4 x94,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
adik langsung suruh ambil swasta ayah jawa anak sindir sindir melulu banget bilang cina cina jujur ejek racist beda,[],0,0,0,0,0
jas merah regrann from dengar kisah presiden soekarno masjid tutup perintah uni soviet mari simak informasi nahdlatul ulama islam nusantara islam nu aswaja soekarno indonesia nikitakru,[],0,0,0,0,0
memek gilir anak nct asyik kali iya nghh,['Abusive Speech'],0,1,0,0,0
allah subhanahu wa taala ajak gaul lukman suka dengar orang aji utama ayat penggal kafir cocok cocok penis,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
lupa baca bismillah makan islam islam dakwah poster dakwah kaji tausiah ceramah majelis ilmu sunnah hijrah aswaja save palestina save rohingya save ghouta,[],0,0,0,0,0
a 2013 tanggal 22 september 2013 aff under 19 indosiar timnas day,[],0,0,0,0,0
presiden jokowi tinjau langsung presiden bandara internasional jawa barat uji coba,[],0,0,0,0,0
anies rangkul surat pemberitahuan dangkal uang intelektual budak ahok kafir,"['Hate Speech', 'Abusive Speech', 'SARA', 'Defamation']",1,1,1,0,1
pribadi kagum buah a ikel beliau tolong orang copet rumah hancur puting beliung tpa media jabat menteri,[],0,0,0,0,0
enteng banget sih rahang tolol tololin anak orang,['Abusive Speech'],0,1,0,0,0
cebong nge i warganet,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
nek 1 8t i iya bajing orang,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
nyata manusia orang busuk busuk bangkai sial sial,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
masuk akal bilang bagus akal sehat bilang malas bejat maju sak rumah losssss mundur takut,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
lgbt simpang asa mudah atur bingung,[],0,0,0,0,0
kitab suci nya singgung kitab ayat suci definisi meng aktif imajinasi i don t care kitab suci ku beda a,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
teman teman cina main fan fan mata mata deh kenal eh diam sih bikin thread sih mbak muah deh,[],0,0,0,0,0
kampanye presiden jokowi mencret iya xf0 x9f x98,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
urus telur becus urus dasar cungkring peang 2 x,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
cocok cocok penis istri izin lukman,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
janji deh janji puluh juta lapang kerja rakyat tenaga kerja asing cina miris,"['Hate Speech', 'SARA', 'Defamation']",1,0,1,0,1
twit bikin warganet suuzan ngentot,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
indonesia peringkat 2 global muslim travel indeks gmti 2018 11 april 2018 menteri pariwisata damping ketua tim cepat wisata halal riyanto sofyan asisten deputi budaya oneng setyorini hadir,[],0,0,0,0,0
partai politik cari ayo tenggelam partai demokrasi indonesia juang level kepala perintah rugi negara rugi bangsa 2019 ganti presiden 2019 presiden,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
humor anjing bodoh developer games iya wkwk,['Abusive Speech'],0,1,0,0,0
dasar berengsek,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
kafir partai komunis indonesia samar islam jelek jokowi kafir partai komunis indonesia,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
wkwk main klaim program hasil kerja orang iya saudari dukung dukung nya uniform resource locator,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
bicara era habibie susilo bambang yudhoyono hidup tenang percaya isu rasial era khawatir tenaga kerja asing republik rakyat cina masuk masif isu rasial percaya xf0 x9f x98 xa2,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
alumni sekte toto gelap kena ganggu jiwa karma,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
gerindra rusuh prabowo utang bayar karyawan,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
pikir tuju islam nusantara langsung nama islam kena kena imbas xf0 x9f x98 xa3 xf0 x9f x98 xa3 xf0 x9f x98 xa3 berengsek antek zionis selip organisasi masyarakat,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
baca buku pikir guling rezim xf0 x9f x98 xa9,[],0,0,0,0,0
calon manusia homo,['Abusive Speech'],0,1,0,0,0
orang batak x cina kristen calon ketua organisasi siswa intrasekolah adik kelas calon organisasi siswa intrasekolah lmao,[],0,0,0,0,0
kali angkat sesal orang orang indonesia pilih jokowi uniform resource locator,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
moga konferensi tingkat prakarsa perintah acu pecah kait nilai nilai islam muslim profesional konferensi tingkat ulama 2018 konferensi tingkat islam wasatiyyah indonesia indonesiabe oleransi,[],0,0,0,0,0
kat lift oku cacat otak,[],0,0,0,0,0
jaring indosat ampas n3 fuck indosat,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
lucu deh mobil mobil jabat negara warna hijau hijau tai kuda,['Abusive Speech'],0,1,0,0,0
gaya beruk preman kampung mantan supir tembak metromini masuk dewan wakil rakyat kampung debat ajak rantam ancam kayak banteng uniform resource locator,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
tolong admin nya suruh ajar masak ai gerindra ekonomi dasar sepe i kalah anak usia 11 nge i inflasi ajar sejarah,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
xe2 x9c xbe xe3 x80 x95nama lengkap jung hyemi xe2 x9c xbe xe3 x80 x95nama panggil hyemi xe2 x9c xbe xe3 x80 x95tempat tanggal lahir bus 3 januari 1995 xe2 x9c xbe xe3 x80 x95golongan darah a xe2 x9c xbe xe3 x80 x95aga,[],0,0,0,0,0
marvel bahasa ibrani budak a inya yahudi,[],0,0,0,0,0
tai kuda diam oke,['Abusive Speech'],0,1,0,0,0
uhuk partai adil sejahtera antek komunis uhuk,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
teliti orang kristen cina he,[],0,0,0,0,0
deklarasi pilih kepala daerah 2018 aman anti hoaks komunitas ojek jabon,[],0,0,0,0,0
agama negara syah amp resmi islam kristen katolik hindu buddha amp khong cu bingung,[],0,0,0,0,0
direktur jenderal agama agama banding posisi tuhan ajar agama,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
bujuk setan hasrat jebak zaman,['Abusive Speech'],0,1,0,0,0
cebong orang kafir kafir pimpin kafir teman kafir musuh tad,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
anggota dewan wakil rakyat grup bubar uniform resource locator,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
kerja bangun negeri,[],0,0,0,0,0
hai hai hai kitab suci isi ayat fiksi alias khayal belaka bera i kitab suci risi hoaks sebar agama sebar hoaks orang imani kitab suci otak pantat kentut ateis gem,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
salah muka jelek mulut selamat tinggal otak kotor dik e munafik dakwah laku bejat,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
cinta buta xf0 x9f x98 x82 terkadang cinta orang telinga bagus budek terkadang cinta orang otak normal xf0 x9f x98 x82 selamat tinggal ah xf0 x9f x91 xb,[],0,0,0,0,0
bicara ganti mantel mantel tinggal beli mantel mantel xe2 x80 xa6,['Abusive Speech'],0,1,0,0,0
assalamualaikum twit takut letnan jenderal purna tentara nasional indonesia prabowo si presiden indonesia takut dosa nya bongkar korupsi langgar ham 2019 ganti presiden,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
mimpi bangkai,['Abusive Speech'],0,1,0,0,0
indonesia beijing usir cina,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
kait rancang undang undang masyarakat adat komitmen laksana arah presiden,[],0,0,0,0,0
tulis parah dandhy laksono keliar masuk televisi bakar sekolah pikir,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
cinta rekayasa bocah sulap dewasa budi kayak adat budaya jaga,[],0,0,0,0,0
taplak meja warung belah iya allah humor,[],0,0,0,0,0
front usak islam demo anies rusak ketua cabul kabur tanggung kecut munafik hadap proses hukum,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
7 presiden tugas izin kerja efektif sumbat sumbat ganggu jalan buah ubah iklim usaha,[],0,0,0,0,0
efek tuan guru bajang kayak teman teman bicara dadak kayak cebong iya cebong,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
yixing cina sederhana xe5 xbc xa0 xe8 x89 xba xe5 x85 xb4 tradisional cina xe5 xbc xa0 xe8 x89 xba xe5 x85 xb4 pinyin yixing tanggal 7 oktober 1991 changsha hun cina 2008 lempar,[],0,0,0,0,0
mantan kutuk,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
topik anies sandi saracen adam yesus sok agama 150 ternak biar seru,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
pulang pergi perintah pegang izin usaha pe ambang izin usaha tambang izin usaha pe ambang khusus izin usaha tambang khusus saham milik asing laku divestasi saham 51 persen be ahap freepo 51,[],0,0,0,0,0
wkwk curhat colong bajing masuk mantap mampus,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
anak biar sarap,['Abusive Speech'],0,1,0,0,0
heran orang paksa paksa follow beda iya follow canda ben xe2 x80 xa6,[],0,0,0,0,0
turun langsung lapang sungguh jongos cina aduh,"['Hate Speech', 'Abusive Speech', 'SARA', 'Defamation']",1,1,1,0,1
sadis gerombol susilo bambang yudhoyono kuasa sampel bawa kebo rezim kodok bawa babi ciduk bong mendem kolam butek otak pindah dengkul bong xf0,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
nama sipit ih xf0 x9f x98 xa1,[],0,0,0,0,0
tanda tanda ekonomi roket,[],0,0,0,0,0
partai demokrasi indonesia p mega bangkit komunis,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
sirik onta xf0 x9f x98 x83,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
arseto kunyuk cari panggung,['Abusive Speech'],0,1,0,0,0
beda ikhlas bayar 2019 ganti presiden,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
pagi pagi buta customer pelik,[],0,0,0,0,0
agama kartu tanda duduk te ulis agama islam hindu percaya nusantara kristen,[],0,0,0,0,0
umat peduli belot jokowi allah is amanah amp uang jabat maju usir asing,[],0,0,0,0,0
hancur partai adil sejahtera hancur partai adil sejahtera hancur partai adil sejahtera hancur partai adil sejahtera hancur partai adil sejahtera hancur partai adil sejahtera hancur partai adil sejahtera hanc,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
enak enak tidur bangun siang eh bangun tulis surat sakit yaelah tai xf0 x9f x98 xa1 xf0 x9f xa4 xac,['Abusive Speech'],0,1,0,0,0
hai kontol kangen line,['Abusive Speech'],0,1,0,0,0
pintar gugat nya katai cebong kilah kayak bajaj gugat gampang tertawa,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
tunggu duduk lelah bokong xf0 x9f x98 x81 jalan jalan lari,[],0,0,0,0,0
pacar 12 idiot,['Abusive Speech'],0,1,0,0,0
cont xe2 x9d x9b bagus masak buta masak xe2 x9d x9c sydney letak kantung plastik meja bahan curi pandang xe2 x9d x9b bahan dap,[],0,0,0,0,0
imajinasi titit kepala peang bekas jahit rapi bekas luka jepit ritsleting bengkok gemas xf0 x9f x98 x8d,['Abusive Speech'],0,1,0,0,0
rasulullah saw sabda dunia penjara orang mukmin surga orang kafir h r muslim bot,[],0,0,0,0,0
mentang mentang prabowo keluarga cina mesti antek antek jawa,[],0,0,0,0,0
bangkai kian busuk laku hirup cari hirup diam bangkai kian busuk cari kesal bau,[],0,0,0,0,0
bantu 4 bank asing,[],0,0,0,0,0
pulang pergi perintah pegang izin usaha pe ambang izin usaha tambang izin usaha pe ambang khusus izin usaha tambang khusus saham milik asing laku divestasi saham 51 persen be ahap freepo 51,[],0,0,0,0,0
malas deh baca nya sok ganteng banget sih onta,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
kumat iya sakit putus melulu tarif iya kacau,['Abusive Speech'],0,1,0,0,0
evi layanto siswi kelas 1b katolik santo petrus 1984 istri ronaldo pardede siswa kelas 1a katolik santo petrus 1984,[],0,0,0,0,0
orang indonesia orang asing bicara bahasa indonesia heboh wajar sih bahas indonesia kenal bayang orang inggris heboh orang asing bahasa inggris,[],0,0,0,0,0
bawang putih racun anjing kucing,[],0,0,0,0,0
jokowi utang melulu jaman susilo bambang yudhoyono bilang suruh,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
iya komunitas muslim amp buddha bareng bareng sedia makan rescuers nya panggung politik,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
minum keras oplos lari warga akibat ekonomi,[],0,0,0,0,0
beda muhammad arab buta huruf nabi percaya sempurna tebar biadab bunuh cocok cocok penis,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
be aubat orang asing sungguh untung orang asing ranah agama rabi,[],0,0,0,0,0
,['Abusive Speech'],0,1,0,0,0
dibully warga asing non pasuruan saudara kocu,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
erma cewek singaraja suka banget kontol uniform resource locator,['Abusive Speech'],0,1,0,0,0
iya iya anjing tabung tabung,['Abusive Speech'],0,1,0,0,0
insomnia my life xf0 x9f x98 xb4generasi malam susah tidur pagi susah bangun,[],0,0,0,0,0
hai teman mari ulas kunjung presiden jokowi siang 17 april 2018 bandara ajati majalengka terima kasih jokowi 2019 jokowi,[],0,0,0,0,0
kerja sisternet menteri desa bangun daerah tinggal transmigrasi dorong internet media sosial tingkat ekonomi,[],0,0,0,0,0
orde pilih prabowo reformasi pilih jokowi nasib pilih kecuali nasib negara,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
budaya turun padang kekal relevan institut sosial malaysia,[],0,0,0,0,0
orang lupa bayar karyawan nya bicara,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
be emu ulama jabar presiden jokowi ajak ulama a perintah sejuk suasana jelang pilih kepala daerah serentak 10 4 18,[],0,0,0,0,0
sih sipit,[],0,0,0,0,0
saudara aji moga allah izin gus ipul mbak puti gubernur wakil gubernur jawa timur saudara aji kota batu saudara aji jombang jombang gemerlap,[],0,0,0,0,0
hukum indonesia mati,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
gembel gembel twitter whatsapp chat whatsapp langsung blok bebencongan xe2 x80 xa6,['Abusive Speech'],0,1,0,0,0
presiden tekan bangun infrastruktur daerah duga bagus kembang ekonomi fokus kota kota,[],0,0,0,0,0
dermawan sembilan bahan pokok tenaga kerja asing lapang kerja,[],0,0,0,0,0
titip bogem saudara laki biar ngelunjak kunyuk,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
sekte sial kecoa jamban 212 geng daster jokowi 2 periode pikir tilap duit negara andal umat xf0 x9f x98 x82,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
cebong takut anies sapu habis got indonesia cebong hidup,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
partai komunis indonesia doang bawa asa iya xf0 x9f x98 x81,[],0,0,0,0,0
munafik sih nonaktif akun instagram salah iri lihat mantan bahagia banget duka xf0 x9f x98 x82,[],0,0,0,0,0
sisa sore jalan sih kunyuk uniform resource locator,['Abusive Speech'],0,1,0,0,0
fi cewek burik now bangsat nyata hode burik,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
al alquran iya bang mulut kayak orang kafir bejat hina,"['Hate Speech', 'Abusive Speech', 'SARA', 'Defamation']",1,1,1,0,1
iya nge i2 syiah yahudi mbak abdullah bin saba baca sejarah nggakkk yahudi serang syiah saudara kandung,[],0,0,0,0,0
rep help lelang accord mata picek mentang mentang nama iya bilang usn,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
cumbu bayang rembulan jiwa impi terkadang bisu,[],0,0,0,0,0
my habis bani sweety darling,[],0,0,0,0,0
kayak palestina om bon dunia dunia muslim kristen yahudi biar wilayah atap beda rukun rampas terusi,[],0,0,0,0,0
peran cacat,[],0,0,0,0,0
ge doa antek sih gerung modar kena bom,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
percaya usaha asing media lokal dasar antek asing om,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
yuuups katolik utama bumi ajar kalimat berkah jawa,[],0,0,0,0,0
puluh ulama jabar nyata dukung jokowi maju pilih presiden 2019,[],0,0,0,0,0
cepat cepat ketawa kayak kunti,[],0,0,0,0,0
kayak pilih bom dinge iin nge iin,[],0,0,0,0,0
indonesia negara kokoh kuat ulama umara nya iring a jaga tali silaturahmi ulama amp umara peduli negara republik indonesia alami hancur,[],0,0,0,0,0
ceramah hukum zakat al alquran amp hadis be sekolah juru agama saratok sarawak 11,[],0,0,0,0,0
teriak teriak partai komunis indonesia ganyang salat aji tuhan partai komunis indonesia uniform resource locator,"['Hate Speech', 'SARA', 'Defamation']",1,0,1,0,1
iya robi hamba jalan engkau rida hamba goda setan kutuk,[],0,0,0,0,0
ar sehat calon presiden susilo bambang yudhoyono jelang pikun pikun,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
ahok bebas korban sasar lengser jokowi tuju tawar syariat momentum fatwa majelis ulama indonesia demo 411 212 313 radikal,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
